date,CO2_avg,CH4_avg,N2O_avg,CFC11_avg,CFC12_avg,CFC113_avg,SF6_avg
2020-04-24,422.1345897,1965.89067,334.2190203,223.89639,497.505785,68.33312857,10.45176
2020-04-25,423.7371185,1995.867315,334.5227509,224.3893167,497.69015,68.238,10.574175
2020-04-26,423.3218871,1969.768496,334.4098167,223.99532,496.96256,68.24541,10.50025333
2020-04-27,424.9475718,1975.510276,334.9599359,224.77905,497.4234,68.25354,
2020-04-28,424.1183967,1980.303586,,224.331725,496.577475,68.676075,
2020-04-29,423.4508662,1975.192404,,223.8889813,496.471995,68.35055294,10.50456667
2020-04-30,421.9922643,1971.807144,,223.882705,496.26421,68.379165,10.55828889
2020-05-01,420.0941231,1974.843265,,224.0779,497.001415,68.721775,
2020-05-02,420.6901685,1981.336658,,223.9787263,496.872505,68.44246842,
2020-05-03,425.1953535,2000.418178,,224.6247235,496.933,68.78585,
2020-05-04,424.5247033,1985.754826,335.1858064,224.15499,496.64562,68.397495,10.43643
2020-05-05,424.0702887,1995.683389,334.9851011,224.139825,496.972425,68.26639474,10.53086
2020-05-06,,2034.994067,336.3558971,224.3327,498.1771667,68.47156,
2020-05-07,422.9294961,1984.699227,335.2562337,223.6546812,496.784285,68.22266667,10.59083333
2020-05-08,421.9466152,1997.179013,334.9602802,224.04478,496.7088158,68.20312143,
2020-05-09,424.9674761,1973.995266,334.9729047,224.1069364,496.97462,68.68094615,10.54628571
2020-05-10,425.3079101,1990.433758,335.3155449,224.7811,497.473555,68.37238333,
2020-05-11,,2049.202547,337.6628005,,498.4421667,,
2020-05-12,423.007269,1986.10375,335.6856211,223.9863,497.6292615,68.2896,10.5654
2020-05-13,421.949027,1966.617815,333.3125978,224.0237,496.412665,68.236725,10.52784
2020-05-14,423.2552667,1982.219407,334.603147,223.7138056,496.55927,68.43725263,10.58426875
2020-05-15,424.1531029,2015.283169,335.7909543,224.3631,496.9244867,68.50896667,
2020-05-16,424.3498743,1986.671453,335.2595272,224.14665,497.2140789,68.53611667,10.7095
2020-05-17,424.7041859,1997.385151,336.2454098,,497.75112,68.75243333,
2020-05-18,426.0798025,2010.619285,337.8068357,,497.01949,,
2020-05-19,420.8046825,1966.723983,334.5883906,224.1843625,496.60347,68.9388,10.58014444
2020-05-20,426.8996907,1986.594482,335.264794,223.88904,496.812495,68.38663158,10.5608
2020-05-21,,2015.320959,336.6120829,224.71,497.230865,68.47032143,
2020-05-22,,,336.2642232,224.3055,497.0482,67.73749,
